# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 89.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
0.2272727273 0.9906147075 0.9906150115 0.9905969063
0.2373737374 0.9907396795 0.9907400885 0.9907198630
0.2474747475 0.9908780440 0.9908782794 0.9908556754
0.2575757576 0.9910317539 0.9910319680 0.9910064182
