# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 89.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
0.3484848485 0.9967969969 0.9967955327 0.9966025294
0.3585858586 0.9979338529 0.9979325780 0.9977492352
0.3686868687 0.9989135419 0.9989124142 0.9987412219
0.3787878788 0.9996628286 0.9996620870 0.9995148784
