# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 89.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
0.3080808081 0.9922351300 0.9922348741 0.9921542286
0.3181818182 0.9931691002 0.9931681792 0.9929536928
0.3282828283 0.9943220452 0.9943208043 0.9941109496
0.3383838384 0.9955673139 0.9955660174 0.9953642641
