# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 89.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
0.0252525253 0.9895767145 0.9895769242 0.9895758887
0.0353535354 0.9895867677 0.9895869366 0.9895855371
0.0454545455 0.9896001700 0.9896004186 0.9895984816
0.0555555556 0.9896169688 0.9896172010 0.9896147920
