# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 89.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
-0.3787878788 0.9993518471 0.9993539420 0.9995148784
-0.3686868687 0.9985438825 0.9985465285 0.9987412219
-0.3585858586 0.9975413748 0.9975445851 0.9977492352
-0.3484848485 0.9963867555 0.9963902571 0.9966025294
