# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 89.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
-0.2171717172 0.9904678812 0.9904682051 0.9904851999
-0.2070707071 0.9903676558 0.9903681754 0.9903834669
-0.1969696970 0.9902765530 0.9902767478 0.9902906688
-0.1868686869 0.9901930893 0.9901933319 0.9902059460
