# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 89.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
0.2676767677 0.9912037663 0.9912039352 0.9911748728
0.2777777778 0.9913983258 0.9913985513 0.9913649564
0.2878787879 0.9916219956 0.9916222314 0.9915825975
0.2979797980 0.9918862619 0.9918863916 0.9918379268
