# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 89.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
0.1868686869 0.9902176240 0.9902178972 0.9902059460
0.1969696970 0.9903035217 0.9903039218 0.9902906688
0.2070707071 0.9903978001 0.9903981504 0.9903834669
0.2171717172 0.9905010714 0.9905014629 0.9904851999
