# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 89.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
0.0656565657 0.9896372471 0.9896373697 0.9896345570
0.0757575758 0.9896609941 0.9896612086 0.9896578849
0.0858585859 0.9896885031 0.9896888887 0.9896849046
0.0959595960 0.9897199270 0.9897203474 0.9897157678
