# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 55.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
-0.2171717172 0.9970639335 0.9970668034 0.9973659115
-0.2070707071 0.9964511774 0.9964557802 0.9967580223
-0.1969696970 0.9958339851 0.9958386293 0.9961438429
-0.1868686869 0.9952239643 0.9952303752 0.9955354570
