# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 55.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
-0.0959595960 0.9919807789 0.9919818971 0.9920491664
-0.0858585859 0.9919029920 0.9919042856 0.9919659327
-0.0757575758 0.9918371492 0.9918384087 0.9918957804
-0.0656565657 0.9917816784 0.9917830896 0.9918368784
