# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 55.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
0.0252525253 0.9916535062 0.9916541805 0.9916942331
0.0353535354 0.9916768685 0.9916778278 0.9917172184
0.0454545455 0.9917081968 0.9917091473 0.9917483314
0.0555555556 0.9917479160 0.9917491289 0.9917880132
