# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 55.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
-0.1767676768 0.9946321800 0.9946352433 0.9949441372
-0.1666666667 0.9940699551 0.9940744792 0.9943804123
-0.1565656566 0.9935655150 0.9935698028 0.9938541267
-0.1464646465 0.9931138470 0.9931182000 0.9933745550
