# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 55.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
0.1464646465 0.9932472739 0.9932475134 0.9933745550
0.1565656566 0.9937317104 0.9937336216 0.9938541267
0.1666666667 0.9942629437 0.9942647376 0.9943804123
0.1767676768 0.9948315920 0.9948351080 0.9949441372
