# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 55.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
-0.2575757576 0.9992813357 0.9992841589 0.9994519361
-0.2474747475 0.9988006521 0.9988040875 0.9990150191
-0.2373737374 0.9982547428 0.9982586169 0.9985095226
-0.2272727273 0.9976615685 0.9976663089 0.9979544878
