# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 72.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
-0.0151515152 0.9899483687 0.9899485971 0.9899577315
-0.0050505051 0.9899451963 0.9899454653 0.9899539650
0.0050505051 0.9899457419 0.9899459556 0.9899539650
0.0151515152 0.9899500066 0.9899503041 0.9899577315
