# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 72.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
-0.1767676768 0.9905953382 0.9905959048 0.9906221863
-0.1666666667 0.9905126003 0.9905130126 0.9905373321
-0.1565656566 0.9904373588 0.9904377490 0.9904602558
-0.1464646465 0.9903688418 0.9903693207 0.9903902976
