# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 72.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
-0.1363636364 0.9903070103 0.9903073637 0.9903269008
-0.1262626263 0.9902511343 0.9902514710 0.9902695924
-0.1161616162 0.9902006586 0.9902009645 0.9902179678
-0.1060606061 0.9901553208 0.9901557824 0.9901716794
