# Transit paramenters: rp1: 0.100 rp2: 0.090, phi: -45.000, inc: 72.000, a: 1.500, period: 3.000, t0: 0.000, u1: 0.300, u2: 0.200, ecc: 0.000, omega: 90.000
# Time 	 CatwomanFlux 	 NumericalFlux 	 BatmanFlux
-0.2575757576 0.9916744092 0.9916756253 0.9917366278
-0.2474747475 0.9914789061 0.9914798638 0.9915326658
-0.2373737374 0.9913076987 0.9913086076 0.9913551455
-0.2272727273 0.9911558738 0.9911565923 0.9911982290
